chunk_id,project_id,source_type,source_id,content,clean_query,noise_category,noisy_query
41,1,task,35,프로젝트 대시보드 기본 집계를 제공한다 - [Jira01 재검증 테스트 삽입] WF-180,프로젝트 대시보드 기본 집계를 제공한다 업무는 어떤 내용이야?,대화맥락형,"다른 거 말고, 프로젝트 대시보드 기본 집계를 제공한다 업무는 어떤 내용이야?"
70,1,task,64,역할별 마이페이지 셸을 제공한다 - [Jira01 재검증 테스트 삽입] WF-209,역할별 마이페이지 셸을 제공한다 업무는 어떤 내용이야?,구어체잡음형,역할별 마이페이지 셸을 제공한다 업무는 어떤 내용이야?~ 궁금해서!
80,1,task,74,To-Do 후보를 검토 후 업무로 승인한다 - [Jira01 재검증 테스트 삽입] WF-219,To-Do 후보를 검토 후 업무로 승인한다 업무는 어떤 내용이야?,구어체잡음형,To-Do 후보를 검토 후 업무로 승인한다 업무는 어떤 내용이야? ㅋㅋ 그냥 확인차
62,1,task,56,로그인과 JWT 세션을 제공한다 - [Jira01 재검증 테스트 삽입] WF-201,로그인과 JWT 세션을 제공한다 업무는 어떤 내용이야?,감정재촉형,로그인과 JWT 세션을 제공한다 업무는 어떤 내용이야??! 빨리 좀 알려줄 수 있어?
126,1,task,120,공통 작업 상태 폴링 컴포넌트 구현 - [Jira01 재검증 테스트 삽입] WF-265,공통 작업 상태 폴링 컴포넌트 구현 업무는 어떤 내용이야?,구어체잡음형,공통 작업 상태 폴링 컴포넌트 구현 업무는 어떤 내용이야? 근데 이거 그냥 궁금해서 물어보는 거야
18,1,task,15,회의록 AI 분석 API 구현 - 회의록 AI 분석 API 구현,회의록 AI 분석 API 구현 업무는 어떤 내용이야?,대화맥락형,이어서 궁금한 게 있는데 회의록 AI 분석 API 구현 업무는 어떤 내용이야?
66,1,task,60,프로젝트 생성과 멤버 초대를 제공한다 - [Jira01 재검증 테스트 삽입] WF-205,프로젝트 생성과 멤버 초대를 제공한다 업무는 어떤 내용이야?,부가설명형,프로젝트 생성과 멤버 초대를 제공한다 업무는 어떤 내용이야? (디버깅 관련 확인용 질문)
69,1,task,63,프로젝트별 RBAC 라우트/API 가드 구현 - [Jira01 재검증 테스트 삽입] WF-208,프로젝트별 RBAC 라우트/API 가드 구현 업무는 어떤 내용이야?,구어체잡음형,음.. 프로젝트별 RBAC 라우트/API 가드 구현 업무는 어떤 내용이야?
49,1,task,43,카테고리별 업무 생성과 상세 패널을 제공한다 - [Jira01 재검증 테스트 삽입] WF-188,카테고리별 업무 생성과 상세 패널을 제공한다 업무는 어떤 내용이야?,감정재촉형,카테고리별 업무 생성과 상세 패널을 제공한다 업무는 어떤 내용이야? 좀 답답해서 그러는데
117,1,task,111,/ai/contribution/summarize 엔드포인트 구현 - [Jira01 재검증 테스트 삽입] WF-256,/ai/contribution/summarize 엔드포인트 구현 업무는 어떤 내용이야?,사교인사형,"혹시 바쁘신데 죄송한데, /ai/contribution/summarize 엔드포인트 구현 업무는 어떤 내용이야?"
119,1,task,113,권한/RBAC 테스트 케이스 작성 및 실행 - [Jira01 재검증 테스트 삽입] WF-258,권한/RBAC 테스트 케이스 작성 및 실행 업무는 어떤 내용이야?,대화맥락형,이어서 궁금한 게 있는데 권한/RBAC 테스트 케이스 작성 및 실행 업무는 어떤 내용이야?
39,1,task,33,LLM 회의 분석 결과를 구조화한다 - [Jira01 재검증 테스트 삽입] WF-178,LLM 회의 분석 결과를 구조화한다 업무는 어떤 내용이야?,사교인사형,"혹시 바쁘신데 죄송한데, LLM 회의 분석 결과를 구조화한다 업무는 어떤 내용이야?"
104,1,task,98,지연 위험도 모델 학습/평가 지원 - [Jira01 재검증 테스트 삽입] WF-243,지연 위험도 모델 학습/평가 지원 업무는 어떤 내용이야?,구어체잡음형,지연 위험도 모델 학습/평가 지원 업무는 어떤 내용이야?~ 궁금해서!
58,1,task,52,FS-5 ML/AI 모델링 - [Jira01 재검증 테스트 삽입] WF-197,FS-5 ML/AI 모델링 업무는 어떤 내용이야?,감정재촉형,FS-5 ML/AI 모델링 업무는 어떤 내용이야??! 빨리 좀 알려줄 수 있어?
72,1,task,66,역할별 마이페이지 라우트/위젯 구현 - [Jira01 재검증 테스트 삽입] WF-211,역할별 마이페이지 라우트/위젯 구현 업무는 어떤 내용이야?,사교인사형,"수고 많으세요, 역할별 마이페이지 라우트/위젯 구현 업무는 어떤 내용이야?"
117,1,task,111,/ai/contribution/summarize 엔드포인트 구현 - [Jira01 재검증 테스트 삽입] WF-256,/ai/contribution/summarize 엔드포인트 구현 업무는 어떤 내용이야?,구어체잡음형,/ai/contribution/summarize 엔드포인트 구현 업무는 어떤 내용이야?~ 궁금해서!
71,1,task,65,"/me, /me/tasks 기본 API 구현 - [Jira01 재검증 테스트 삽입] WF-210","/me, /me/tasks 기본 API 구현 업무는 어떤 내용이야?",부가설명형,"/me, /me/tasks 기본 API 구현 업무는 어떤 내용이야? (디버깅 테스트)"
41,1,task,35,프로젝트 대시보드 기본 집계를 제공한다 - [Jira01 재검증 테스트 삽입] WF-180,프로젝트 대시보드 기본 집계를 제공한다 업무는 어떤 내용이야?,감정재촉형,프로젝트 대시보드 기본 집계를 제공한다 업무는 어떤 내용이야? 급한데 빨리 부탁해
98,1,task,92,/assistant/ask API와 권한 필터 구현 - [Jira01 재검증 테스트 삽입] WF-237,/assistant/ask API와 권한 필터 구현 업무는 어떤 내용이야?,부가설명형,/assistant/ask API와 권한 필터 구현 업무는 어떤 내용이야? (디버깅 테스트)
22,1,task,10,다만 팀장과 팀원은 이 화면에 접근하지 못하게 권한 테스트가 필요합니다 - 다만 팀장과 팀원은 이 화면에 접근하지 못하게 권한 테스트가 필요합니다,다만 팀장과 팀원은 이 화면에 접근하지 못하게 권한 테스트가 필요합니다 업무는 어떤 내용이야?,부가설명형,다만 팀장과 팀원은 이 화면에 접근하지 못하게 권한 테스트가 필요합니다 업무는 어떤 내용이야? (langsmith 관련 확인용 질문)
52,1,task,46,공통 API 규칙과 응답 envelope를 적용한다 - [Jira01 재검증 테스트 삽입] WF-191,공통 API 규칙과 응답 envelope를 적용한다 업무는 어떤 내용이야?,대화맥락형,저번에 물어봤던 거 말고 이번엔 공통 API 규칙과 응답 envelope를 적용한다 업무는 어떤 내용이야?
53,1,task,47,비동기 처리와 상태 폴링 기반을 구축한다 - [Jira01 재검증 테스트 삽입] WF-192,비동기 처리와 상태 폴링 기반을 구축한다 업무는 어떤 내용이야?,부가설명형,비동기 처리와 상태 폴링 기반을 구축한다 업무는 어떤 내용이야? (회의 테스트)
108,1,task,102,칸반 보드 UI와 드래그 상태 이동 구현 - [Jira01 재검증 테스트 삽입] WF-247,칸반 보드 UI와 드래그 상태 이동 구현 업무는 어떤 내용이야?,사교인사형,"안녕하세요, 칸반 보드 UI와 드래그 상태 이동 구현 업무는 어떤 내용이야?"
100,1,task,94,업무 편중 점수 모델을 제공한다 - [Jira01 재검증 테스트 삽입] WF-239,업무 편중 점수 모델을 제공한다 업무는 어떤 내용이야?,부가설명형,업무 편중 점수 모델을 제공한다 업무는 어떤 내용이야? (회의 테스트)
94,1,task,88,document_chunks 및 pgvector 스키마 구현 - [Jira01 재검증 테스트 삽입] WF-233,document_chunks 및 pgvector 스키마 구현 업무는 어떤 내용이야?,감정재촉형,document_chunks 및 pgvector 스키마 구현 업무는 어떤 내용이야? 좀 답답해서 그러는데
78,1,task,72,회의 분석 결과 화면 구현 - [Jira01 재검증 테스트 삽입] WF-217,회의 분석 결과 화면 구현 업무는 어떤 내용이야?,구어체잡음형,회의 분석 결과 화면 구현 업무는 어떤 내용이야? 근데 이거 그냥 궁금해서 물어보는 거야
68,1,task,62,프로젝트 CRUD 및 초대 API 구현 - [Jira01 재검증 테스트 삽입] WF-207,프로젝트 CRUD 및 초대 API 구현 업무는 어떤 내용이야?,감정재촉형,프로젝트 CRUD 및 초대 API 구현 업무는 어떤 내용이야? 좀 답답해서 그러는데
93,1,task,87,프로젝트 문서를 RAG 인덱싱한다 - [Jira01 재검증 테스트 삽입] WF-232,프로젝트 문서를 RAG 인덱싱한다 업무는 어떤 내용이야?,구어체잡음형,음.. 프로젝트 문서를 RAG 인덱싱한다 업무는 어떤 내용이야?
46,1,task,40,업무 편중 점수 모델을 제공한다 - [Jira01 재검증 테스트 삽입] WF-185,업무 편중 점수 모델을 제공한다 업무는 어떤 내용이야?,부가설명형,업무 편중 점수 모델을 제공한다 업무는 어떤 내용이야? (langsmith 테스트)
73,1,task,67,회의록 문서 업로드와 상태 조회를 제공한다 - [Jira01 재검증 테스트 삽입] WF-212,회의록 문서 업로드와 상태 조회를 제공한다 업무는 어떤 내용이야?,대화맥락형,저번에 물어봤던 거 말고 이번엔 회의록 문서 업로드와 상태 조회를 제공한다 업무는 어떤 내용이야?
49,1,task,43,카테고리별 업무 생성과 상세 패널을 제공한다 - [Jira01 재검증 테스트 삽입] WF-188,카테고리별 업무 생성과 상세 패널을 제공한다 업무는 어떤 내용이야?,부가설명형,카테고리별 업무 생성과 상세 패널을 제공한다 업무는 어떤 내용이야? (그냥 확인차 물어봄)
103,1,task,97,ML 모델링 파이프라인을 지원한다 - [Jira01 재검증 테스트 삽입] WF-242,ML 모델링 파이프라인을 지원한다 업무는 어떤 내용이야?,대화맥락형,이어서 궁금한 게 있는데 ML 모델링 파이프라인을 지원한다 업무는 어떤 내용이야?
76,1,task,70,LLM 회의 분석 결과를 구조화한다 - [Jira01 재검증 테스트 삽입] WF-215,LLM 회의 분석 결과를 구조화한다 업무는 어떤 내용이야?,부가설명형,LLM 회의 분석 결과를 구조화한다 업무는 어떤 내용이야? (회의 관련 확인용 질문)
14,1,action_item,8,"둘째, 회의록 AI는 문서 업로드를 먼저 구현하고 STT는 후순위로 둡니다 - 둘째, 회의록 AI는 문서 업로드를 먼저 구현하고 STT는 후순위로 둡니다","둘째, 회의록 AI는 문서 업로드를 먼저 구현하고 STT는 후순위로 둡니다 관련해서 뭘 해야 해?",감정재촉형,"둘째, 회의록 AI는 문서 업로드를 먼저 구현하고 STT는 후순위로 둡니다 관련해서 뭘 해야 해? 좀 답답해서 그러는데"
8,1,action_item,3,"회의 제목: 캡스톤디자인 WorkFlow AI 착수 회의 회의 일자: 2026… - 회의 제목: 캡스톤디자인 WorkFlow AI 착수 회의 회의 일자: 2026-07-09 프로젝트 유형: 캡스톤디자인 참석자: 고무서, 곽진아, 박지수, 허영주, 유소은, 박상준, 이은주 [회의 내용] 고무서: 오…",회의 제목: 캡스톤디자인 WorkFlow AI 착수 회의 회의 일자: 2026… 관련해서 뭘 해야 해?,구어체잡음형,회의 제목: 캡스톤디자인 WorkFlow AI 착수 회의 회의 일자: 2026… 관련해서 뭘 해야 해?~ 궁금해서!
42,1,task,36,ML 지연 위험도 예측을 제공한다 - [Jira01 재검증 테스트 삽입] WF-181,ML 지연 위험도 예측을 제공한다 업무는 어떤 내용이야?,구어체잡음형,음.. ML 지연 위험도 예측을 제공한다 업무는 어떤 내용이야?
110,1,task,104,카테고리별 업무 생성과 상세 패널을 제공한다 - [Jira01 재검증 테스트 삽입] WF-249,카테고리별 업무 생성과 상세 패널을 제공한다 업무는 어떤 내용이야?,부가설명형,카테고리별 업무 생성과 상세 패널을 제공한다 업무는 어떤 내용이야? (성능 관련 확인용 질문)
35,1,task,29,로그인과 JWT 세션을 제공한다 - [Jira01 재검증 테스트 삽입] WF-174,로그인과 JWT 세션을 제공한다 업무는 어떤 내용이야?,대화맥락형,이어서 궁금한 게 있는데 로그인과 JWT 세션을 제공한다 업무는 어떤 내용이야?
99,1,task,93,/ai/rag/query 엔드포인트 구현 - [Jira01 재검증 테스트 삽입] WF-238,/ai/rag/query 엔드포인트 구현 업무는 어떤 내용이야?,구어체잡음형,/ai/rag/query 엔드포인트 구현 업무는 어떤 내용이야? 근데 이거 그냥 궁금해서 물어보는 거야
43,1,task,37,팀원별 업무량을 표시한다 - [Jira01 재검증 테스트 삽입] WF-182,팀원별 업무량을 표시한다 업무는 어떤 내용이야?,구어체잡음형,팀원별 업무량을 표시한다 업무는 어떤 내용이야? ㅋㅋ 그냥 확인차
25,1,task,6,"할 일, 진행 중, 보류/블로커, 완료로 구성하고, 회의록에서 생성된 To-D… - 할 일, 진행 중, 보류/블로커, 완료로 구성하고, 회의록에서 생성된 To-Do가 팀장 승인 후 업무 보드에 들어오게 연결하겠습니다","할 일, 진행 중, 보류/블로커, 완료로 구성하고, 회의록에서 생성된 To-D… 업무는 어떤 내용이야?",대화맥락형,"아까 말한 거에 이어서, 할 일, 진행 중, 보류/블로커, 완료로 구성하고, 회의록에서 생성된 To-D… 업무는 어떤 내용이야?"
76,1,task,70,LLM 회의 분석 결과를 구조화한다 - [Jira01 재검증 테스트 삽입] WF-215,LLM 회의 분석 결과를 구조화한다 업무는 어떤 내용이야?,감정재촉형,LLM 회의 분석 결과를 구조화한다 업무는 어떤 내용이야? 급한데 빨리 부탁해
27,1,task,4,"Google OAuth 로그인, JWT 발급, 프로젝트별 팀장/팀원/심사자 권… - Google OAuth 로그인, JWT 발급, 프로젝트별 팀장/팀원/심사자 권한을 7월 12일까지 기본 구조로 구현하겠습니다","Google OAuth 로그인, JWT 발급, 프로젝트별 팀장/팀원/심사자 권… 업무는 어떤 내용이야?",대화맥락형,"저번에 물어봤던 거 말고 이번엔 Google OAuth 로그인, JWT 발급, 프로젝트별 팀장/팀원/심사자 권… 업무는 어떤 내용이야?"
95,1,task,89,/ai/rag/index 엔드포인트 구현 - [Jira01 재검증 테스트 삽입] WF-234,/ai/rag/index 엔드포인트 구현 업무는 어떤 내용이야?,감정재촉형,/ai/rag/index 엔드포인트 구현 업무는 어떤 내용이야? 좀 답답해서 그러는데
13,1,action_item,7,다만 팀장과 팀원은 이 화면에 접근하지 못하게 권한 테스트가 필요합니다 - 다만 팀장과 팀원은 이 화면에 접근하지 못하게 권한 테스트가 필요합니다,다만 팀장과 팀원은 이 화면에 접근하지 못하게 권한 테스트가 필요합니다 관련해서 뭘 해야 해?,대화맥락형,"다른 거 말고, 다만 팀장과 팀원은 이 화면에 접근하지 못하게 권한 테스트가 필요합니다 관련해서 뭘 해야 해?"
22,1,task,10,다만 팀장과 팀원은 이 화면에 접근하지 못하게 권한 테스트가 필요합니다 - 다만 팀장과 팀원은 이 화면에 접근하지 못하게 권한 테스트가 필요합니다,다만 팀장과 팀원은 이 화면에 접근하지 못하게 권한 테스트가 필요합니다 업무는 어떤 내용이야?,부가설명형,다만 팀장과 팀원은 이 화면에 접근하지 못하게 권한 테스트가 필요합니다 업무는 어떤 내용이야? (langsmith 테스트)
38,1,task,32,회의록 문서 업로드와 상태 조회를 제공한다 - [Jira01 재검증 테스트 삽입] WF-177,회의록 문서 업로드와 상태 조회를 제공한다 업무는 어떤 내용이야?,감정재촉형,회의록 문서 업로드와 상태 조회를 제공한다 업무는 어떤 내용이야? 급한데 빨리 부탁해
111,1,task,105,업무 생성 모달 구현 - [Jira01 재검증 테스트 삽입] WF-250,업무 생성 모달 구현 업무는 어떤 내용이야?,대화맥락형,"아까 말한 거에 이어서, 업무 생성 모달 구현 업무는 어떤 내용이야?"
110,1,task,104,카테고리별 업무 생성과 상세 패널을 제공한다 - [Jira01 재검증 테스트 삽입] WF-249,카테고리별 업무 생성과 상세 패널을 제공한다 업무는 어떤 내용이야?,사교인사형,"수고 많으세요, 카테고리별 업무 생성과 상세 패널을 제공한다 업무는 어떤 내용이야?"
57,1,task,51,FS-4 AI Assistant/RAG - [Jira01 재검증 테스트 삽입] WF-196,FS-4 AI Assistant/RAG 업무는 어떤 내용이야?,감정재촉형,FS-4 AI Assistant/RAG 업무는 어떤 내용이야? 좀 답답해서 그러는데
46,1,task,40,업무 편중 점수 모델을 제공한다 - [Jira01 재검증 테스트 삽입] WF-185,업무 편중 점수 모델을 제공한다 업무는 어떤 내용이야?,구어체잡음형,업무 편중 점수 모델을 제공한다 업무는 어떤 내용이야? ㅋㅋ 그냥 확인차
107,1,task,101,상태 기반 칸반 업무 보드를 제공한다 - [Jira01 재검증 테스트 삽입] WF-246,상태 기반 칸반 업무 보드를 제공한다 업무는 어떤 내용이야?,구어체잡음형,상태 기반 칸반 업무 보드를 제공한다 업무는 어떤 내용이야?~ 궁금해서!
128,1,task,122,실제 LLM/STT/문서 파서 연동 - [Jira01 재검증 테스트 삽입] WF-267,실제 LLM/STT/문서 파서 연동 업무는 어떤 내용이야?,부가설명형,실제 LLM/STT/문서 파서 연동 업무는 어떤 내용이야? (참고용으로 물어보는 거야)
90,1,task,84,업무 상세/대시보드 위험도 표시 구현 - [Jira01 재검증 테스트 삽입] WF-229,업무 상세/대시보드 위험도 표시 구현 업무는 어떤 내용이야?,구어체잡음형,업무 상세/대시보드 위험도 표시 구현 업무는 어떤 내용이야? ㅋㅋ 그냥 확인차
125,1,task,119,Redis Queue 작업 처리 구조 구현 - [Jira01 재검증 테스트 삽입] WF-264,Redis Queue 작업 처리 구조 구현 업무는 어떤 내용이야?,부가설명형,Redis Queue 작업 처리 구조 구현 업무는 어떤 내용이야? (그냥 확인차 물어봄)
32,1,task,11,다만 팀장과 팀원은 이 화면에 접근하지 못하게 권한 테스트가 필요합니다 - 다만 팀장과 팀원은 이 화면에 접근하지 못하게 권한 테스트가 필요합니다,다만 팀장과 팀원은 이 화면에 접근하지 못하게 권한 테스트가 필요합니다 업무는 어떤 내용이야?,대화맥락형,"아까 말한 거에 이어서, 다만 팀장과 팀원은 이 화면에 접근하지 못하게 권한 테스트가 필요합니다 업무는 어떤 내용이야?"
124,1,task,118,비동기 처리와 상태 폴링 기반을 구축한다 - [Jira01 재검증 테스트 삽입] WF-263,비동기 처리와 상태 폴링 기반을 구축한다 업무는 어떤 내용이야?,사교인사형,"수고 많으세요, 비동기 처리와 상태 폴링 기반을 구축한다 업무는 어떤 내용이야?"
34,1,meeting,3,"회의록_회의록_meeting_04_20260713_20260714 내용을 분석해 핵심 결정사항 2건, 업무 후보 3건, 위험요소 1건을 추출했습니다. 결정사항: 회의록 분석 결과를 요약, 결정사항, To-Do, 위험요소로 구조화한다., 생성된 To-Do는 팀장 검토 후 업무 보드에 등록한다. 위험요소: 담당자와 마감일이 명확하지 않은 업무는 일정 지연으로 이어질 수 있다.",회의에서 회의록_회의록_meeting_04_20260713_20260714 내용을 분석해 핵심 결정사항 관련해서 어떤 이야기가 나왔어?,부가설명형,회의에서 회의록_회의록_meeting_04_20260713_20260714 내용을 분석해 핵심 결정사항 관련해서 어떤 이야기가 나왔어? (QA 관련 확인용 질문)
96,1,task,90,출처 포함 프로젝트 Q&A를 제공한다 - [Jira01 재검증 테스트 삽입] WF-235,출처 포함 프로젝트 Q&A를 제공한다 업무는 어떤 내용이야?,대화맥락형,"아까 말한 거에 이어서, 출처 포함 프로젝트 Q&A를 제공한다 업무는 어떤 내용이야?"
29,1,task,2,"회의 제목: 캡스톤디자인 WorkFlow AI 착수 회의 회의 일자: 2026… - 회의 제목: 캡스톤디자인 WorkFlow AI 착수 회의 회의 일자: 2026-07-09 프로젝트 유형: 캡스톤디자인 참석자: 고무서, 곽진아, 박지수, 허영주, 유소은, 박상준, 이은주 [회의 내용] 고무서: 오…",회의 제목: 캡스톤디자인 WorkFlow AI 착수 회의 회의 일자: 2026… 업무는 어떤 내용이야?,사교인사형,"안녕하세요, 회의 제목: 캡스톤디자인 WorkFlow AI 착수 회의 회의 일자: 2026… 업무는 어떤 내용이야?"
131,1,task,125,실패 상태 저장 / 재시도 처리 - [Jira01 재검증 테스트 삽입] WF-270,실패 상태 저장 / 재시도 처리 업무는 어떤 내용이야?,부가설명형,실패 상태 저장 / 재시도 처리 업무는 어떤 내용이야? (langsmith 테스트)
11,1,action_item,10,분석 결과 화면과 업무 보드 등록 흐름 연결 - 분석 결과 화면과 업무 보드 등록 흐름 연결,분석 결과 화면과 업무 보드 등록 흐름 연결 관련해서 뭘 해야 해?,구어체잡음형,분석 결과 화면과 업무 보드 등록 흐름 연결 관련해서 뭘 해야 해? ㅋㅋ 그냥 확인차
106,1,task,100,학습/평가 노트북 및 산출물 정리 - [Jira01 재검증 테스트 삽입] WF-245,학습/평가 노트북 및 산출물 정리 업무는 어떤 내용이야?,대화맥락형,저번에 물어봤던 거 말고 이번엔 학습/평가 노트북 및 산출물 정리 업무는 어떤 내용이야?
1,1,meeting,1,오늘 회의에서는 로그인 페이지 UI 개선과 결제 API 연동 일정을 논의했습니다. 결제 API는 다음 주 화요일까지 완료하기로 결정했습니다.,회의에서 오늘 회의에서는 로그인 페이지 UI 개선과 결제 API 연동 일정을 논의했습니다. 결제 API는 다음 주 화 관련해서 어떤 이야기가 나왔어?,대화맥락형,"아까 말한 거에 이어서, 회의에서 오늘 회의에서는 로그인 페이지 UI 개선과 결제 API 연동 일정을 논의했습니다. 결제 API는 다음 주 화 관련해서 어떤 이야기가 나왔어?"
74,1,task,68,회의록 업로드 화면 구현 - [Jira01 재검증 테스트 삽입] WF-213,회의록 업로드 화면 구현 업무는 어떤 내용이야?,감정재촉형,회의록 업로드 화면 구현 업무는 어떤 내용이야??! 빨리 좀 알려줄 수 있어?
51,1,task,45,통합 QA와 권한 시나리오를 검증한다 - [Jira01 재검증 테스트 삽입] WF-190,통합 QA와 권한 시나리오를 검증한다 업무는 어떤 내용이야?,부가설명형,통합 QA와 권한 시나리오를 검증한다 업무는 어떤 내용이야? (참고용으로 물어보는 거야)
120,1,task,114,최종 데모 E2E 시나리오 검증 - [Jira01 재검증 테스트 삽입] WF-259,최종 데모 E2E 시나리오 검증 업무는 어떤 내용이야?,구어체잡음형,음.. 최종 데모 E2E 시나리오 검증 업무는 어떤 내용이야?
36,1,task,30,프로젝트 생성과 멤버 초대를 제공한다 - [Jira01 재검증 테스트 삽입] WF-175,프로젝트 생성과 멤버 초대를 제공한다 업무는 어떤 내용이야?,부가설명형,프로젝트 생성과 멤버 초대를 제공한다 업무는 어떤 내용이야? (langsmith 관련 확인용 질문)
95,1,task,89,/ai/rag/index 엔드포인트 구현 - [Jira01 재검증 테스트 삽입] WF-234,/ai/rag/index 엔드포인트 구현 업무는 어떤 내용이야?,부가설명형,/ai/rag/index 엔드포인트 구현 업무는 어떤 내용이야? (그냥 확인차 물어봄)
50,1,task,44,심사자 전용 기여도 리포트를 제공한다 - [Jira01 재검증 테스트 삽입] WF-189,심사자 전용 기여도 리포트를 제공한다 업무는 어떤 내용이야?,사교인사형,"안녕하세요, 심사자 전용 기여도 리포트를 제공한다 업무는 어떤 내용이야?"
132,1,task,126,기획 관련 supabase 연동 체크 - 연동 체크,기획 관련 supabase 연동 체크 업무는 어떤 내용이야?,구어체잡음형,기획 관련 supabase 연동 체크 업무는 어떤 내용이야?~ 궁금해서!
119,1,task,113,권한/RBAC 테스트 케이스 작성 및 실행 - [Jira01 재검증 테스트 삽입] WF-258,권한/RBAC 테스트 케이스 작성 및 실행 업무는 어떤 내용이야?,부가설명형,권한/RBAC 테스트 케이스 작성 및 실행 업무는 어떤 내용이야? (QA 관련 확인용 질문)
9,1,action_item,4,"Google OAuth 로그인, JWT 발급, 프로젝트별 팀장/팀원/심사자 권… - Google OAuth 로그인, JWT 발급, 프로젝트별 팀장/팀원/심사자 권한을 7월 12일까지 기본 구조로 구현하겠습니다","Google OAuth 로그인, JWT 발급, 프로젝트별 팀장/팀원/심사자 권… 관련해서 뭘 해야 해?",구어체잡음형,"Google OAuth 로그인, JWT 발급, 프로젝트별 팀장/팀원/심사자 권… 관련해서 뭘 해야 해? 근데 이거 그냥 궁금해서 물어보는 거야"
37,1,task,31,역할별 마이페이지 셸을 제공한다 - [Jira01 재검증 테스트 삽입] WF-176,역할별 마이페이지 셸을 제공한다 업무는 어떤 내용이야?,사교인사형,"수고 많으세요, 역할별 마이페이지 셸을 제공한다 업무는 어떤 내용이야?"
30,1,task,14,"둘째, 회의록 AI는 문서 업로드를 먼저 구현하고 STT는 후순위로 둡니다 - 둘째, 회의록 AI는 문서 업로드를 먼저 구현하고 STT는 후순위로 둡니다","둘째, 회의록 AI는 문서 업로드를 먼저 구현하고 STT는 후순위로 둡니다 업무는 어떤 내용이야?",사교인사형,"혹시 바쁘신데 죄송한데, 둘째, 회의록 AI는 문서 업로드를 먼저 구현하고 STT는 후순위로 둡니다 업무는 어떤 내용이야?"
48,1,task,42,상태 기반 칸반 업무 보드를 제공한다 - [Jira01 재검증 테스트 삽입] WF-187,상태 기반 칸반 업무 보드를 제공한다 업무는 어떤 내용이야?,대화맥락형,"다른 거 말고, 상태 기반 칸반 업무 보드를 제공한다 업무는 어떤 내용이야?"
78,1,task,72,회의 분석 결과 화면 구현 - [Jira01 재검증 테스트 삽입] WF-217,회의 분석 결과 화면 구현 업무는 어떤 내용이야?,사교인사형,"수고 많으세요, 회의 분석 결과 화면 구현 업무는 어떤 내용이야?"
52,1,task,46,공통 API 규칙과 응답 envelope를 적용한다 - [Jira01 재검증 테스트 삽입] WF-191,공통 API 규칙과 응답 envelope를 적용한다 업무는 어떤 내용이야?,대화맥락형,"아까 말한 거에 이어서, 공통 API 규칙과 응답 envelope를 적용한다 업무는 어떤 내용이야?"
14,1,action_item,8,"둘째, 회의록 AI는 문서 업로드를 먼저 구현하고 STT는 후순위로 둡니다 - 둘째, 회의록 AI는 문서 업로드를 먼저 구현하고 STT는 후순위로 둡니다","둘째, 회의록 AI는 문서 업로드를 먼저 구현하고 STT는 후순위로 둡니다 관련해서 뭘 해야 해?",대화맥락형,"아까 말한 거에 이어서, 둘째, 회의록 AI는 문서 업로드를 먼저 구현하고 STT는 후순위로 둡니다 관련해서 뭘 해야 해?"
15,1,action_item,9,회의록 AI 분석 API 구현 - 회의록 AI 분석 API 구현,회의록 AI 분석 API 구현 관련해서 뭘 해야 해?,사교인사형,"혹시 바쁘신데 죄송한데, 회의록 AI 분석 API 구현 관련해서 뭘 해야 해?"
43,1,task,37,팀원별 업무량을 표시한다 - [Jira01 재검증 테스트 삽입] WF-182,팀원별 업무량을 표시한다 업무는 어떤 내용이야?,사교인사형,"안녕하세요, 팀원별 업무량을 표시한다 업무는 어떤 내용이야?"
15,1,action_item,9,회의록 AI 분석 API 구현 - 회의록 AI 분석 API 구현,회의록 AI 분석 API 구현 관련해서 뭘 해야 해?,부가설명형,회의록 AI 분석 API 구현 관련해서 뭘 해야 해? (디버깅 테스트)
123,1,task,117,프론트 API 클라이언트 공통 처리 구현 - [Jira01 재검증 테스트 삽입] WF-262,프론트 API 클라이언트 공통 처리 구현 업무는 어떤 내용이야?,감정재촉형,프론트 API 클라이언트 공통 처리 구현 업무는 어떤 내용이야? 좀 답답해서 그러는데
121,1,task,115,공통 API 규칙과 응답 envelope를 적용한다 - [Jira01 재검증 테스트 삽입] WF-260,공통 API 규칙과 응답 envelope를 적용한다 업무는 어떤 내용이야?,부가설명형,공통 API 규칙과 응답 envelope를 적용한다 업무는 어떤 내용이야? (디버깅 관련 확인용 질문)
58,1,task,52,FS-5 ML/AI 모델링 - [Jira01 재검증 테스트 삽입] WF-197,FS-5 ML/AI 모델링 업무는 어떤 내용이야?,대화맥락형,"아까 말한 거에 이어서, FS-5 ML/AI 모델링 업무는 어떤 내용이야?"
71,1,task,65,"/me, /me/tasks 기본 API 구현 - [Jira01 재검증 테스트 삽입] WF-210","/me, /me/tasks 기본 API 구현 업무는 어떤 내용이야?",대화맥락형,"저번에 물어봤던 거 말고 이번엔 /me, /me/tasks 기본 API 구현 업무는 어떤 내용이야?"
70,1,task,64,역할별 마이페이지 셸을 제공한다 - [Jira01 재검증 테스트 삽입] WF-209,역할별 마이페이지 셸을 제공한다 업무는 어떤 내용이야?,부가설명형,역할별 마이페이지 셸을 제공한다 업무는 어떤 내용이야? (그냥 확인차 물어봄)
